Reporting_Period,County,Facility_Name,Youth_in_Facility,Youth_Tested,Youth_Confirmed_Positive,Youth_Confirmed_at_Intake_(Optional),Youth_Confirmed_in_First_14_Days_(Optional),Youth_Confirmed_In_Custody_(Optional),Youth_Hospitalized,Estimated_Youth_Resolved,Youth_Deaths,Additional_Information_(Optional),Staff_Tested,Staff_Confirmed_Positive,Staff_Resolved,Additional_County_Information
7/26/20 - 8/01/20,Los Angeles,L. A. Camp Rockey,U,0,0,0,0,0,0,0,0,,,,,
8/02/20 - 8/08/20,Los Angeles,L. A. Camp Rockey,35,0,0,0,0,0,0,0,0,,,,,
8/09/20 - 8/15/20,Los Angeles,L. A. Camp Rockey,34,0,0,0,0,0,0,0,0,,,,,
8/16/20 - 8/22/20,Los Angeles,L. A. Camp Rockey,37,0,0,0,0,0,0,0,0,,,,,
8/23/20 - 8/29/20,Los Angeles,L. A. Camp Rockey,38,0,0,0,0,0,0,0,0,,,,,
8/30/20 - 9/05/20,Los Angeles,L. A. Camp Rockey,35,0,0,0,0,0,0,0,0,,,,,
9/06/20 - 9/12/20,Los Angeles,L. A. Camp Rockey,35,0,0,0,0,0,0,0,0,,,,,
9/13/20 - 9/19/20,Los Angeles,L. A. Camp Rockey,35,0,0,0,0,0,0,0,0,,,,,
9/20/20 - 9/26/20,Los Angeles,L. A. Camp Rockey,36,0,0,0,0,0,0,0,0,,,,,
9/27/20 - 10/03/20,Los Angeles,L. A. Camp Rockey,33,0,0,0,0,0,0,0,0,,,,,
10/04/20 - 10/10/20,Los Angeles,L. A. Central Juvenile Hall,168,50,<11,<11,0,0,0,<11,0,,,,,
10/11/20 - 10/17/20,Los Angeles,L. A. Central Juvenile Hall,176,34,<11,<11,0,0,0,<11,0,,,,,
10/18/20 - 10/24/20,Los Angeles,L. A. Central Juvenile Hall,175,43,0,0,0,0,0,0,0,,,,,
10/25/20 - 10/31/20,Los Angeles,L. A. Central Juvenile Hall,174,50,0,0,0,0,0,<11,0,,,,,
11/01/20 - 11/07/20,Los Angeles,L. A. Central Juvenile Hall,173,69,<11,<11,0,<11,0,0,0,,,,,
7/19/20 - 7/25/20,Los Angeles,L. A. Central Juvenile Hall,U,44,<11,,,,0,0,0,,,,,
7/26/20 - 8/01/20,Los Angeles,L. A. Central Juvenile Hall,U,47,<11,<11,0,0,0,<11,0,,,,,
8/02/20 - 8/08/20,Los Angeles,L. A. Central Juvenile Hall,175,53,<11,<11,0,0,0,<11,0,,,,,
8/09/20 - 8/15/20,Los Angeles,L. A. Central Juvenile Hall,160,34,<11,<11,0,0,0,<11,0,,,,,
8/16/20 - 8/22/20,Los Angeles,L. A. Central Juvenile Hall,161,38,<11,<11,0,0,0,<11,0,,,,,
8/23/20 - 8/29/20,Los Angeles,L. A. Central Juvenile Hall,153,41,<11,<11,0,0,0,<11,0,,,,,
8/30/20 - 9/05/20,Los Angeles,L. A. Central Juvenile Hall,161,38,<11,<11,0,0,0,<11,0,,,,,
9/06/20 - 9/12/20,Los Angeles,L. A. Central Juvenile Hall,156,33,<11,<11,0,0,0,<11,0,,,,,
9/13/20 - 9/19/20,Los Angeles,L. A. Central Juvenile Hall,157,23,<11,0,0,<11,0,<11,0,,,,,
9/20/20 - 9/26/20,Los Angeles,L. A. Central Juvenile Hall,172,50,<11,<11,0,0,0,<11,0,,,,,
9/27/20 - 10/03/20,Los Angeles,L. A. Central Juvenile Hall,173,40,<11,<11,0,0,0,<11,0,,,,,
10/04/20 - 10/10/20,Los Angeles,,,,,,,,,,,,<11,0,<11,
10/11/20 - 10/17/20,Los Angeles,,,,,,,,,,,,0,0,<11,
10/18/20 - 10/24/20,Los Angeles,,,,,,,,,,,,<11,<11,0,
10/25/20 - 10/31/20,Los Angeles,,,,,,,,,,,,<11,<11,<11,
11/01/20 - 11/07/20,Los Angeles,,,,,,,,,,,,11,13,<11,
7/19/20 - 7/25/20,Los Angeles,,,,,,,,,,,,<11,<11,<11,
7/26/20 - 8/01/20,Los Angeles,,,,,,,,,,,,<11,<11,<11,
8/02/20 - 8/08/20,Los Angeles,,,,,,,,,,,,<11,<11,<11,
8/09/20 - 8/15/20,Los Angeles,,,,,,,,,,,,<11,<11,<11,
8/16/20 - 8/22/20,Los Angeles,,,,,,,,,,,,<11,<11,<11,
8/23/20 - 8/29/20,Los Angeles,,,,,,,,,,,,0,0,<11,
8/30/20 - 9/05/20,Los Angeles,,,,,,,,,,,,<11,<11,0,
9/06/20 - 9/12/20,Los Angeles,,,,,,,,,,,,<11,<11,<11,
9/13/20 - 9/19/20,Los Angeles,,,,,,,,,,,,<11,<11,<11,
9/20/20 - 9/26/20,Los Angeles,,,,,,,,,,,,<11,<11,<11,
9/27/20 - 10/03/20,Los Angeles,,,,,,,,,,,,0,0,<11,
7/19/20 - 7/25/20,Madera,Juvenile Detention Center,15,0,0,0,0,0,0,0,0,,,,,
10/04/20 - 10/10/20,Madera,Juvenile Detention Center/Correctional Academy,14,0,0,0,0,0,0,0,0,,,,,
10/11/20 - 10/17/20,Madera,Juvenile Detention Center/Correctional Academy,18,0,0,0,0,0,0,0,0,,,,,
10/18/20 - 10/24/20,Madera,Juvenile Detention Center/Correctional Academy,18,0,0,0,0,0,0,0,0,,,,,
10/25/20 - 10/31/20,Madera,Juvenile Detention Center/Correctional Academy,21,0,0,0,0,0,0,0,0,,,,,
11/01/20 - 11/07/20,Madera,Juvenile Detention Center/Correctional Academy,22,0,0,0,0,0,0,0,0,,,,,
7/26/20 - 8/01/20,Madera,Juvenile Detention Center/Correctional Academy,15,<11,<11,0,<11,,0,0,0,,,,,
8/02/20 - 8/08/20,Madera,Juvenile Detention Center/Correctional Academy,15,0,0,0,0,0,0,0,0,,,,,
8/09/20 - 8/15/20,Madera,Juvenile Detention Center/Correctional Academy,21,0,0,0,0,0,0,0,0,,,,,
8/16/20 - 8/22/20,Madera,Juvenile Detention Center/Correctional Academy,21,0,0,0,0,0,0,0,0,,,,,
8/23/20 - 8/29/20,Madera,Juvenile Detention Center/Correctional Academy,16,0,0,0,0,0,0,0,0,,,,,
8/30/20 - 9/05/20,Madera,Juvenile Detention Center/Correctional Academy,17,0,0,0,0,0,0,0,0,,,,,
9/06/20 - 9/12/20,Madera,Juvenile Detention Center/Correctional Academy,18,0,0,0,0,0,0,0,0,,,,,
9/13/20 - 9/19/20,Madera,Juvenile Detention Center/Correctional Academy,16,0,0,0,0,0,0,0,0,,,,,
9/20/20 - 9/26/20,Madera,Juvenile Detention Center/Correctional Academy,14,0,0,0,0,0,0,0,0,,,,,
9/27/20 - 10/03/20,Madera,Juvenile Detention Center/Correctional Academy,13,0,0,0,0,0,0,0,0,,,,,
10/04/20 - 10/10/20,Madera,,,,,,,,,,,,<11,0,0,
10/11/20 - 10/17/20,Madera,,,,,,,,,,,,0,0,0,
10/18/20 - 10/24/20,Madera,,,,,,,,,,,,<11,0,0,
10/25/20 - 10/31/20,Madera,,,,,,,,,,,,0,0,0,
11/01/20 - 11/07/20,Madera,,,,,,,,,,,,0,0,0,
7/19/20 - 7/25/20,Madera,,,,,,,,,,,,<11,0,0,
7/26/20 - 8/01/20,Madera,,,,,,,,,,,,0,0,0,
8/02/20 - 8/08/20,Madera,,,,,,,,,,,,<11,0,0,
8/09/20 - 8/15/20,Madera,,,,,,,,,,,,<11,0,0,
8/16/20 - 8/22/20,Madera,,,,,,,,,,,,0,0,0,
8/23/20 - 8/29/20,Madera,,,,,,,,,,,,<11,0,0,
8/30/20 - 9/05/20,Madera,,,,,,,,,,,,<11,0,0,
9/06/20 - 9/12/20,Madera,,,,,,,,,,,,0,0,0,
9/13/20 - 9/19/20,Madera,,,,,,,,,,,,<11,<11,<11,
9/20/20 - 9/26/20,Madera,,,,,,,,,,,,<11,0,0,
9/27/20 - 10/03/20,Madera,,,,,,,,,,,,0,0,0,
10/04/20 - 10/10/20,Marin,Marin County Juvenile Hall,8,0,0,,,,0,0,0,,,,,
10/11/20 - 10/17/20,Marin,Marin County Juvenile Hall,10,0,0,,,,0,0,0,,,,,
10/18/20 - 10/24/20,Marin,Marin County Juvenile Hall,10,0,0,,,,0,0,0,,,,,
10/25/20 - 10/31/20,Marin,Marin County Juvenile Hall,9,0,0,,,,0,0,0,,,,,
11/01/20 - 11/07/20,Marin,Marin County Juvenile Hall,10,0,0,,,,0,0,0,,,,,
7/19/20 - 7/25/20,Marin,Marin County Juvenile Hall,5,0,0,0,,,0,0,0,,,,,
7/26/20 - 8/01/20,Marin,Marin County Juvenile Hall,5,0,0,,,,0,0,0,,,,,
8/02/20 - 8/08/20,Marin,Marin County Juvenile Hall,4,0,0,,,,0,0,0,,,,,
8/09/20 - 8/15/20,Marin,Marin County Juvenile Hall,5,0,0,,,,0,0,0,,,,,
8/16/20 - 8/22/20,Marin,Marin County Juvenile Hall,6,0,0,,,,0,0,0,,,,,
8/23/20 - 8/29/20,Marin,Marin County Juvenile Hall,4,0,0,0,,,0,0,0,,,,,
8/30/20 - 9/05/20,Marin,Marin County Juvenile Hall,6,0,0,,,,0,0,0,,,,,
9/06/20 - 9/12/20,Marin,Marin County Juvenile Hall,8,0,0,,,,0,0,0,,,,,
9/13/20 - 9/19/20,Marin,Marin County Juvenile Hall,8,<11,0,,,,0,0,0,,,,,
9/20/20 - 9/26/20,Marin,Marin County Juvenile Hall,10,0,0,,,,0,0,0,,,,,
9/27/20 - 10/03/20,Marin,Marin County Juvenile Hall,8,0,0,,,,0,0,0,,,,,
10/04/20 - 10/10/20,Marin,,,,,,,,,,,,<11,0,0,
10/11/20 - 10/17/20,Marin,,,,,,,,,,,,U,0,0,
10/18/20 - 10/24/20,Marin,,,,,,,,,,,,<11,0,0,
10/25/20 - 10/31/20,Marin,,,,,,,,,,,,U,0,0,
11/01/20 - 11/07/20,Marin,,,,,,,,,,,,0,0,0,
7/19/20 - 7/25/20,Marin,,,,,,,,,,,,U,0,0,
7/26/20 - 8/01/20,Marin,,,,,,,,,,,,U,0,0,
8/02/20 - 8/08/20,Marin,,,,,,,,,,,,U,0,0,
8/09/20 - 8/15/20,Marin,,,,,,,,,,,,U,0,0,
8/16/20 - 8/22/20,Marin,,,,,,,,,,,,U,0,0,
8/23/20 - 8/29/20,Marin,,,,,,,,,,,,U,0,0,
8/30/20 - 9/05/20,Marin,,,,,,,,,,,,U,0,0,
9/06/20 - 9/12/20,Marin,,,,,,,,,,,,U,0,0,
9/13/20 - 9/19/20,Marin,,,,,,,,,,,,U,0,0,
9/20/20 - 9/26/20,Marin,,,,,,,,,,,,U,0,0,
9/27/20 - 10/03/20,Marin,,,,,,,,,,,,U,0,0,
10/04/20 - 10/10/20,Mendocino,Mendocino County Juvenile Hall,7,0,0,0,0,0,0,0,0,,,,,
10/11/20 - 10/17/20,Mendocino,Mendocino County Juvenile Hall,13,<11,0,0,0,0,0,0,0,,,,,
10/18/20 - 10/24/20,Mendocino,Mendocino County Juvenile Hall,9,<11,0,0,0,0,0,0,0,,,,,
10/25/20 - 10/31/20,Mendocino,Mendocino County Juvenile Hall,7,0,0,0,0,0,0,0,0,,,,,
11/01/20 - 11/07/20,Mendocino,Mendocino County Juvenile Hall,7,<11,<11,0,<11,<11,0,<11,0,,,,,
7/19/20 - 7/25/20,Mendocino,Mendocino County Juvenile Hall,7,0,0,0,0,0,0,0,0,,,,,
7/26/20 - 8/01/20,Mendocino,Mendocino County Juvenile Hall,9,<11,0,0,0,0,0,0,0,,,,,
8/02/20 - 8/08/20,Mendocino,Mendocino County Juvenile Hall,6,0,0,0,0,0,0,0,0,,,,,
8/09/20 - 8/15/20,Mendocino,Mendocino County Juvenile Hall,5,0,0,0,0,0,0,0,0,,,,,
8/16/20 - 8/22/20,Mendocino,Mendocino County Juvenile Hall,8,<11,0,0,0,0,0,0,0,,,,,
8/23/20 - 8/29/20,Mendocino,Mendocino County Juvenile Hall,9,<11,0,0,0,0,0,0,0,,,,,
8/30/20 - 9/05/20,Mendocino,Mendocino County Juvenile Hall,7,0,0,0,0,0,0,0,0,,,,,
9/06/20 - 9/12/20,Mendocino,Mendocino County Juvenile Hall,5,0,0,0,0,0,0,0,0,,,,,
9/13/20 - 9/19/20,Mendocino,Mendocino County Juvenile Hall,7,0,0,0,0,0,0,0,0,,,,,
9/20/20 - 9/26/20,Mendocino,Mendocino County Juvenile Hall,6,0,0,0,0,0,0,0,0,,,,,
9/27/20 - 10/03/20,Mendocino,Mendocino County Juvenile Hall,4,0,0,0,0,0,0,0,0,,,,,
10/04/20 - 10/10/20,Mendocino,,,,,,,,,,,,<11,0,0,
10/11/20 - 10/17/20,Mendocino,,,,,,,,,,,,<11,0,0,
10/18/20 - 10/24/20,Mendocino,,,,,,,,,,,,<11,0,0,
10/25/20 - 10/31/20,Mendocino,,,,,,,,,,,,<11,0,0,
11/01/20 - 11/07/20,Mendocino,,,,,,,,,,,,<11,<11,<11,
7/19/20 - 7/25/20,Mendocino,,,,,,,,,,,,0,0,0,
7/26/20 - 8/01/20,Mendocino,,,,,,,,,,,,0,0,0,
8/02/20 - 8/08/20,Mendocino,,,,,,,,,,,,<11,0,0,
8/09/20 - 8/15/20,Mendocino,,,,,,,,,,,,<11,0,0,
8/16/20 - 8/22/20,Mendocino,,,,,,,,,,,,<11,0,0,
8/23/20 - 8/29/20,Mendocino,,,,,,,,,,,,<11,0,0,
8/30/20 - 9/05/20,Mendocino,,,,,,,,,,,,<11,0,0,
9/06/20 - 9/12/20,Mendocino,,,,,,,,,,,,<11,0,0,
9/13/20 - 9/19/20,Mendocino,,,,,,,,,,,,<11,0,0,
9/20/20 - 9/26/20,Mendocino,,,,,,,,,,,,<11,0,0,
9/27/20 - 10/03/20,Mendocino,,,,,,,,,,,,<11,0,0,
10/04/20 - 10/10/20,Merced,Juv. Justice Corr. Complex/Bear Creek Academy Youth Complex,26,<11,0,0,0,0,0,0,0,,,,,
10/11/20 - 10/17/20,Merced,Juv. Justice Corr. Complex/Bear Creek Academy Youth Complex,27,<11,0,,,,0,0,0,,,,,
10/18/20 - 10/24/20,Merced,Juv. Justice Corr. Complex/Bear Creek Academy Youth Complex,22,<11,0,,,,0,0,0,,,,,
10/25/20 - 10/31/20,Merced,Juv. Justice Corr. Complex/Bear Creek Academy Youth Complex,21,<11,0,,,,0,0,0,,,,,
11/01/20 - 11/07/20,Merced,Juv. Justice Corr. Complex/Bear Creek Academy Youth Complex,21,0,0,,,,0,0,0,,,,,
7/19/20 - 7/25/20,Merced,Juv. Justice Corr. Complex/Bear Creek Academy Youth Complex,28,<11,0,,,,0,0,0,,,,,
7/26/20 - 8/01/20,Merced,Juv. Justice Corr. Complex/Bear Creek Academy Youth Complex,28,<11,0,,,,0,0,0,,,,,
8/02/20 - 8/08/20,Merced,Juv. Justice Corr. Complex/Bear Creek Academy Youth Complex,27,0,0,,,,0,0,0,,,,,
8/09/20 - 8/15/20,Merced,Juv. Justice Corr. Complex/Bear Creek Academy Youth Complex,27,0,0,,,,0,0,0,,,,,
8/16/20 - 8/22/20,Merced,Juv. Justice Corr. Complex/Bear Creek Academy Youth Complex,29,<11,0,,,,0,0,0,,,,,
8/23/20 - 8/29/20,Merced,Juv. Justice Corr. Complex/Bear Creek Academy Youth Complex,29,<11,0,,,,0,0,0,,,,,
8/30/20 - 9/05/20,Merced,Juv. Justice Corr. Complex/Bear Creek Academy Youth Complex,25,<11,0,,,,0,0,0,,,,,
9/06/20 - 9/12/20,Merced,Juv. Justice Corr. Complex/Bear Creek Academy Youth Complex,25,0,0,0,0,0,0,0,0,,,,,
9/13/20 - 9/19/20,Merced,Juv. Justice Corr. Complex/Bear Creek Academy Youth Complex,21,<11,0,,,,0,0,0,,,,,
9/20/20 - 9/26/20,Merced,Juv. Justice Corr. Complex/Bear Creek Academy Youth Complex,21,<11,0,,,,0,0,0,,,,,
9/27/20 - 10/03/20,Merced,Juv. Justice Corr. Complex/Bear Creek Academy Youth Complex,24,0,0,,,,0,0,0,,,,,
10/04/20 - 10/10/20,Merced,,,,,,,,,,,,<11,0,0,
10/11/20 - 10/17/20,Merced,,,,,,,,,,,,<11,0,0,
10/18/20 - 10/24/20,Merced,,,,,,,,,,,,0,0,0,
10/25/20 - 10/31/20,Merced,,,,,,,,,,,,0,0,0,
11/01/20 - 11/07/20,Merced,,,,,,,,,,,,<11,0,0,
7/19/20 - 7/25/20,Merced,,,,,,,,,,,,<11,0,0,
7/26/20 - 8/01/20,Merced,,,,,,,,,,,,<11,0,0,
8/02/20 - 8/08/20,Merced,,,,,,,,,,,,<11,0,0,
8/09/20 - 8/15/20,Merced,,,,,,,,,,,,0,<11,0,
8/16/20 - 8/22/20,Merced,,,,,,,,,,,,0,0,<11,
8/23/20 - 8/29/20,Merced,,,,,,,,,,,,0,0,0,
8/30/20 - 9/05/20,Merced,,,,,,,,,,,,0,0,0,
9/06/20 - 9/12/20,Merced,,,,,,,,,,,,0,0,0,
9/13/20 - 9/19/20,Merced,,,,,,,,,,,,<11,0,0,
9/20/20 - 9/26/20,Merced,,,,,,,,,,,,<11,0,0,
9/27/20 - 10/03/20,Merced,,,,,,,,,,,,0,0,0,
10/11/20 - 10/17/20,Monterey,Monterey County Youth Center,21,0,0,0,0,0,0,0,0,,,,,
10/18/20 - 10/24/20,Monterey,Monterey County Youth Center,19,0,0,0,0,0,0,0,0,,,,,
10/25/20 - 10/31/20,Monterey,Monterey County Youth Center,20,0,0,0,0,0,0,0,0,,,,,
11/01/20 - 11/07/20,Monterey,Monterey County Youth Center,23,0,0,0,0,0,0,0,0,,,,,
7/19/20 - 7/25/20,Monterey,Monterey County Youth Center,21,0,0,0,0,0,0,0,0,,,,,
7/26/20 - 8/01/20,Monterey,Monterey County Youth Center,20,0,0,0,0,0,0,0,0,,,,,
8/02/20 - 8/08/20,Monterey,Monterey County Youth Center,20,0,0,0,0,0,0,0,0,,,,,
8/09/20 - 8/15/20,Monterey,Monterey County Youth Center,20,0,0,0,0,0,0,0,0,,,,,
8/16/20 - 8/22/20,Monterey,Monterey County Youth Center,22,0,0,0,0,0,0,0,0,,,,,
8/23/20 - 8/29/20,Monterey,Monterey County Youth Center,20,0,0,0,0,0,0,0,0,,,,,
8/30/20 - 9/05/20,Monterey,Monterey County Youth Center,19,0,0,0,0,0,0,0,0,,,,,
9/06/20 - 9/12/20,Monterey,Monterey County Youth Center,21,0,0,0,0,0,0,0,0,,,,,
9/13/20 - 9/19/20,Monterey,Monterey County Youth Center,22,0,0,0,0,0,0,0,0,,,,,
9/20/20 - 9/26/20,Monterey,Monterey County Youth Center,21,0,0,0,0,0,0,0,0,,,,,
9/27/20 - 10/03/20,Monterey,Monterey County Youth Center,21,0,0,0,0,0,0,0,0,,,,,
10/04/20 - 10/10/20,Monterey,No Data Reported,,,,,,,,,,,,,,
10/11/20 - 10/17/20,Monterey,Wellington M Smith Jr. J.H.,30,0,0,0,0,0,0,0,0,,,,,
10/18/20 - 10/24/20,Monterey,Wellington M Smith Jr. J.H.,30,0,0,0,0,0,0,0,0,,,,,
10/25/20 - 10/31/20,Monterey,Wellington M Smith Jr. J.H.,28,0,0,0,0,0,0,0,0,,,,,
11/01/20 - 11/07/20,Monterey,Wellington M Smith Jr. J.H.,28,0,0,0,0,0,0,0,0,,,,,
7/19/20 - 7/25/20,Monterey,Wellington M Smith Jr. J.H.,30,0,0,0,0,0,0,0,0,,,,,
7/26/20 - 8/01/20,Monterey,Wellington M Smith Jr. J.H.,27,0,0,0,0,0,0,0,0,,,,,
8/02/20 - 8/08/20,Monterey,Wellington M Smith Jr. J.H.,31,0,0,0,0,0,0,0,0,,,,,
8/09/20 - 8/15/20,Monterey,Wellington M Smith Jr. J.H.,28,0,0,0,0,0,0,0,0,,,,,
8/16/20 - 8/22/20,Monterey,Wellington M Smith Jr. J.H.,31,0,0,0,0,0,0,0,0,,,,,
8/23/20 - 8/29/20,Monterey,Wellington M Smith Jr. J.H.,31,0,0,0,0,0,0,0,0,,,,,
8/30/20 - 9/05/20,Monterey,Wellington M Smith Jr. J.H.,35,0,0,0,0,0,0,0,0,,,,,
9/06/20 - 9/12/20,Monterey,Wellington M Smith Jr. J.H.,32,0,0,0,0,0,0,0,0,,,,,
9/13/20 - 9/19/20,Monterey,Wellington M Smith Jr. J.H.,33,0,0,0,0,0,0,0,0,,,,,
9/20/20 - 9/26/20,Monterey,Wellington M Smith Jr. J.H.,34,0,0,0,0,0,0,0,0,,,,,
9/27/20 - 10/03/20,Monterey,Wellington M Smith Jr. J.H.,31,0,0,0,0,0,0,0,0,,,,,
10/04/20 - 10/10/20,Monterey,,,,,,,,,,,,No Data Reported,,,
10/11/20 - 10/17/20,Monterey,,,,,,,,,,,,0,0,0,
10/18/20 - 10/24/20,Monterey,,,,,,,,,,,,<11,0,0,
10/25/20 - 10/31/20,Monterey,,,,,,,,,,,,<11,<11,0,
11/01/20 - 11/07/20,Monterey,,,,,,,,,,,,<11,<11,0,
7/19/20 - 7/25/20,Monterey,,,,,,,,,,,,<11,0,0,
7/26/20 - 8/01/20,Monterey,,,,,,,,,,,,0,0,0,
8/02/20 - 8/08/20,Monterey,,,,,,,,,,,,0,0,0,
8/09/20 - 8/15/20,Monterey,,,,,,,,,,,,<11,<11,0,
8/16/20 - 8/22/20,Monterey,,,,,,,,,,,,<11,0,<11,
8/23/20 - 8/29/20,Monterey,,,,,,,,,,,,<11,<11,0,
8/30/20 - 9/05/20,Monterey,,,,,,,,,,,,0,0,0,
9/06/20 - 9/12/20,Monterey,,,,,,,,,,,,<11,<11,<11,
9/13/20 - 9/19/20,Monterey,,,,,,,,,,,,0,0,0,
9/20/20 - 9/26/20,Monterey,,,,,,,,,,,,0,0,0,
9/27/20 - 10/03/20,Monterey,,,,,,,,,,,,<11,0,0,
10/04/20 - 10/10/20,Napa,Napa County Juvenile Hall,12,0,0,,,,0,<11,0,,,,,
10/11/20 - 10/17/20,Napa,Napa County Juvenile Hall,12,<11,0,,,,0,0,0,,,,,
10/18/20 - 10/24/20,Napa,Napa County Juvenile Hall,16,0,0,,,,0,0,0,,,,,
10/25/20 - 10/31/20,Napa,Napa County Juvenile Hall,15,<11,0,,,,0,0,0,,,,,
7/19/20 - 7/25/20,Napa,Napa County Juvenile Hall,6,0,0,,,,0,0,0,,,,,
7/26/20 - 8/01/20,Napa,Napa County Juvenile Hall,6,<11,0,,,,0,0,0,,,,,
8/02/20 - 8/08/20,Napa,Napa County Juvenile Hall,7,0,0,,,,0,0,0,,,,,
8/09/20 - 8/15/20,Napa,Napa County Juvenile Hall,0,0,0,,,,0,0,0,,,,,
8/16/20 - 8/22/20,Napa,Napa County Juvenile Hall,9,0,0,,,,0,0,0,,,,,
8/23/20 - 8/29/20,Napa,Napa County Juvenile Hall,9,<11,0,,,,0,0,0,,,,,
8/23/20 - 8/29/20,Napa,Napa County Juvenile Hall,9,0,0,,,,0,0,0,,,,,
8/30/20 - 9/05/20,Napa,Napa County Juvenile Hall,7,<11,0,,,,0,0,0,,,,,
9/06/20 - 9/12/20,Napa,Napa County Juvenile Hall,11,<11,0,,,,0,0,0,,,,,
9/13/20 - 9/19/20,Napa,Napa County Juvenile Hall,13,<11,0,,,,0,0,0,,,,,
9/20/20 - 9/26/20,Napa,Napa County Juvenile Hall,13,<11,<11,,,,0,0,0,,,,,
9/27/20 - 10/03/20,Napa,Napa County Juvenile Hall,13,<11,0,,,,0,0,0,,,,,
11/01/20 - 11/07/20,Napa,No Data Reported,,,,,,,,,,,,,,
10/04/20 - 10/10/20,Napa,,,,,,,,,,,,0,0,0,
10/11/20 - 10/17/20,Napa,,,,,,,,,,,,0,0,0,
10/18/20 - 10/24/20,Napa,,,,,,,,,,,,0,0,0,
10/25/20 - 10/31/20,Napa,,,,,,,,,,,,0,0,0,
11/01/20 - 11/07/20,Napa,,,,,,,,,,,,No Data Reported,,,
7/19/20 - 7/25/20,Napa,,,,,,,,,,,,<11,0,0,
7/26/20 - 8/01/20,Napa,,,,,,,,,,,,0,0,<11,
8/02/20 - 8/08/20,Napa,,,,,,,,,,,,0,0,0,
8/09/20 - 8/15/20,Napa,,,,,,,,,,,,0,0,0,
8/16/20 - 8/22/20,Napa,,,,,,,,,,,,0,0,0,
8/23/20 - 8/29/20,Napa,,,,,,,,,,,,0,0,0,
8/30/20 - 9/05/20,Napa,,,,,,,,,,,,0,0,0,
9/06/20 - 9/12/20,Napa,,,,,,,,,,,,0,0,0,
9/13/20 - 9/19/20,Napa,,,,,,,,,,,,<11,0,0,
9/20/20 - 9/26/20,Napa,,,,,,,,,,,,0,0,0,
9/27/20 - 10/03/20,Napa,,,,,,,,,,,,11,0,0,
10/04/20 - 10/10/20,Nevada,Carl F. Bryan II,3,<11,0,0,0,0,0,0,0,,,,,
10/11/20 - 10/17/20,Nevada,Carl F. Bryan II,2,0,0,0,0,0,0,0,0,,,,,
10/18/20 - 10/24/20,Nevada,Carl F. Bryan II,2,0,0,0,0,0,0,0,0,,,,,
10/25/20 - 10/31/20,Nevada,Carl F. Bryan II,2,0,0,0,0,0,0,0,0,,,,,
11/01/20 - 11/07/20,Nevada,Carl F. Bryan II,1,0,0,0,0,0,0,0,0,,,,,
7/19/20 - 7/25/20,Nevada,Carl F. Bryan II,6,0,0,0,0,0,0,0,0,,,,,
7/26/20 - 8/01/20,Nevada,Carl F. Bryan II,8,0,0,0,0,0,0,0,0,,,,,
8/02/20 - 8/08/20,Nevada,Carl F. Bryan II,6,0,0,0,0,0,0,0,0,,,,,
8/09/20 - 8/15/20,Nevada,Carl F. Bryan II,6,0,0,0,0,0,0,0,0,,,,,
8/16/20 - 8/22/20,Nevada,Carl F. Bryan II,2,0,0,0,0,0,0,0,0,,,,,
8/23/20 - 8/29/20,Nevada,Carl F. Bryan II,2,0,0,0,0,0,0,0,0,,,,,
8/30/20 - 9/05/20,Nevada,Carl F. Bryan II,3,0,0,0,0,0,0,0,0,,,,,
9/06/20 - 9/12/20,Nevada,Carl F. Bryan II,3,0,0,0,0,0,0,0,0,,,,,
9/13/20 - 9/19/20,Nevada,Carl F. Bryan II,3,0,0,0,0,0,0,0,0,,,,,
9/20/20 - 9/26/20,Nevada,Carl F. Bryan II,3,0,0,0,0,0,0,0,0,,,,,
9/27/20 - 10/03/20,Nevada,Carl F. Bryan II,3,0,0,0,0,0,0,0,0,,,,,
10/04/20 - 10/10/20,Nevada,,,,,,,,,,,,0,0,0,
10/11/20 - 10/17/20,Nevada,,,,,,,,,,,,0,0,0,
10/18/20 - 10/24/20,Nevada,,,,,,,,,,,,0,0,0,
10/25/20 - 10/31/20,Nevada,,,,,,,,,,,,0,0,0,
11/01/20 - 11/07/20,Nevada,,,,,,,,,,,,0,0,0,
7/19/20 - 7/25/20,Nevada,,,,,,,,,,,,0,0,0,
7/26/20 - 8/01/20,Nevada,,,,,,,,,,,,0,0,0,
8/02/20 - 8/08/20,Nevada,,,,,,,,,,,,0,0,0,
8/09/20 - 8/15/20,Nevada,,,,,,,,,,,,0,0,0,
8/16/20 - 8/22/20,Nevada,,,,,,,,,,,,0,0,,
8/23/20 - 8/29/20,Nevada,,,,,,,,,,,,0,0,0,
8/30/20 - 9/05/20,Nevada,,,,,,,,,,,,0,0,0,
9/06/20 - 9/12/20,Nevada,,,,,,,,,,,,0,0,0,
9/13/20 - 9/19/20,Nevada,,,,,,,,,,,,No Data Reported,,,
9/20/20 - 9/26/20,Nevada,,,,,,,,,,,,0,0,0,
9/27/20 - 10/03/20,Nevada,,,,,,,,,,,,0,0,0,
10/04/20 - 10/10/20,Orange,Orange Co. Youth Guidance Ctr.,35,<11,0,,,,0,0,0,,,,,
10/11/20 - 10/17/20,Orange,Orange Co. Youth Guidance Ctr.,35,<11,0,,,,0,0,0,,,,,
