Reporting_Period,County,Facility_Name,Number_of_Incarcerated_in_the_Facility,Total_Number_Tested,Total_Confirmed_Positive,Confirmed_at_Intake_(Optional),Confirmed_in_First_14 Days_(Optional),Confirmed_In_Custody_(Optional),Hospitalized,Estimated_Resolved,Deaths,Additional_Information_(Optional),Staff_Tested,Staff_Confirmed_Positive,Staff_Resolved,Additional_County_Information
9/20/20 - 9/26/20,Sacramento,,,,,,,,,,,,No Data Reported,,,
9/27/20 - 10/03/20,Sacramento,,,,,,,,,,,,No Data Reported,,,
10/25/20 - 10/31/20,San Benito,No Data Reported,,,,,,,,,,,,,,
11/01/20 - 11/07/20,San Benito,No Data Reported,,,,,,,,,,,,,,
7/26/20 - 8/01/20,San Benito,No Data Reported,,,,,,,,,,,,,,
8/02/20 - 8/08/20,San Benito,No Data Reported,,,,,,,,,,,,,,
8/09/20 - 8/15/20,San Benito,No Data Reported,,,,,,,,,,,,,,
9/06/20 - 9/12/20,San Benito,No Data Reported,,,,,,,,,,,,,,
9/20/20 - 9/26/20,San Benito,No Data Reported,,,,,,,,,,,,,,
10/04/20 - 10/10/20,San Benito,San Benito Adult Detention,87,0,0,0,0,0,0,U,0,,,,,
10/11/20 - 10/17/20,San Benito,San Benito Adult Detention,91,0,0,0,0,0,0,U,0,,,,,
10/18/20 - 10/24/20,San Benito,San Benito Adult Detention,89,0,0,0,0,0,0,N/A,0,,,,,
11/01/20 - 11/07/20,San Benito,San Benito Adult Detention,90,0,0,0,0,0,0,U,0,,,,,
7/19/20 - 7/25/20,San Benito,San Benito Adult Detention,57,<11,0,0,0,0,0,<11,0,,,,,
8/16/20 - 8/22/20,San Benito,San Benito Adult Detention,62,0,0,0,0,0,0,U,0,,,,,
8/23/20 - 8/29/20,San Benito,San Benito Adult Detention,70,0,0,0,0,0,0,U,0,,,,,
8/30/20 - 9/05/20,San Benito,San Benito Adult Detention,70,0,0,0,0,0,0,U,0,,,,,
9/13/20 - 9/19/20,San Benito,San Benito Adult Detention,78,0,0,0,0,0,0,U,0,,,,,
9/20/20 - 9/26/20,San Benito,San Benito Adult Detention,80,0,0,0,0,0,0,N/A,0,,,,,
9/27/20 - 10/03/20,San Benito,San Benito Adult Detention,94,0,0,0,0,0,0,N/A,0,,,,,
10/04/20 - 10/10/20,San Benito,,,,,,,,,,,,0,0,0,
10/11/20 - 10/17/20,San Benito,,,,,,,,,,,,0,0,0,
10/18/20 - 10/24/20,San Benito,,,,,,,,,,,,0,0,0,
10/25/20 - 10/31/20,San Benito,,,,,,,,,,,,No Data Reported,,,
11/01/20 - 11/07/20,San Benito,,,,,,,,,,,,No Data Reported,,,
11/01/20 - 11/07/20,San Benito,,,,,,,,,,,,0,0,0,
7/19/20 - 7/25/20,San Benito,,,,,,,,,,,,<11,<11,<11,the staff members that tested positive for COVID-19 are Asymptomatic and on home quarantine
7/26/20 - 8/01/20,San Benito,,,,,,,,,,,,No Data Reported,,,
8/02/20 - 8/08/20,San Benito,,,,,,,,,,,,No Data Reported,,,
8/09/20 - 8/15/20,San Benito,,,,,,,,,,,,No Data Reported,,,
8/16/20 - 8/22/20,San Benito,,,,,,,,,,,,0,0,0,
8/23/20 - 8/29/20,San Benito,,,,,,,,,,,,0,0,0,
8/30/20 - 9/05/20,San Benito,,,,,,,,,,,,0,0,0,
9/06/20 - 9/12/20,San Benito,,,,,,,,,,,,No Data Reported,,,
9/13/20 - 9/19/20,San Benito,,,,,,,,,,,,0,0,0,
9/20/20 - 9/26/20,San Benito,,,,,,,,,,,,No Data Reported,,,
9/20/20 - 9/26/20,San Benito,,,,,,,,,,,,0,0,0,
9/27/20 - 10/03/20,San Benito,,,,,,,,,,,,0,0,0,
10/04/20 - 10/10/20,San Bernardino,San Bernardino Central Detention Center,758,143,0,U,U,U,0,0,0,,,,,
10/11/20 - 10/17/20,San Bernardino,San Bernardino Central Detention Center,778,142,0,U,U,U,0,0,0,,,,,
10/18/20 - 10/24/20,San Bernardino,San Bernardino Central Detention Center,763,165,0,U,U,U,0,0,0,,,,,
10/25/20 - 10/31/20,San Bernardino,San Bernardino Central Detention Center,788,152,0,U,U,U,0,0,0,,,,,
11/01/20 - 11/07/20,San Bernardino,San Bernardino Central Detention Center,794,183,0,U,U,U,0,0,0,,,,,
7/19/20 - 7/25/20,San Bernardino,San Bernardino Central Detention Center,529,131,<11,U,U,U,0,<11,0,,,,,
7/26/20 - 8/01/20,San Bernardino,San Bernardino Central Detention Center,582,<11,<11,U,U,U,<11,<11,0,,,,,
8/02/20 - 8/08/20,San Bernardino,San Bernardino Central Detention Center,597,80,<11,U,U,U,<11,<11,0,,,,,
8/09/20 - 8/15/20,San Bernardino,San Bernardino Central Detention Center,620,101,0,,,,0,<11,0,,,,,
8/16/20 - 8/22/20,San Bernardino,San Bernardino Central Detention Center,684,77,0,U,U,U,0,<11,0,,,,,
8/23/20 - 8/29/20,San Bernardino,San Bernardino Central Detention Center,704,139,0,U,U,U,0,0,0,,,,,
8/30/20 - 9/05/20,San Bernardino,San Bernardino Central Detention Center,713,122,0,U,U,U,0,0,0,,,,,
9/06/20 - 9/12/20,San Bernardino,San Bernardino Central Detention Center,742,124,0,U,U,U,0,0,0,,,,,
9/13/20 - 9/19/20,San Bernardino,San Bernardino Central Detention Center,712,169,0,U,U,U,0,0,0,,,,,
9/20/20 - 9/26/20,San Bernardino,San Bernardino Central Detention Center,712,146,0,U,U,U,0,0,0,,,,,
9/27/20 - 10/03/20,San Bernardino,San Bernardino Central Detention Center,724,168,0,U,U,U,0,0,0,,,,,
10/04/20 - 10/10/20,San Bernardino,San Bernardino County Glen Helen,743,<11,0,U,U,U,0,0,0,,,,,
10/11/20 - 10/17/20,San Bernardino,San Bernardino County Glen Helen,756,0,0,U,U,U,0,0,0,,,,,
10/18/20 - 10/24/20,San Bernardino,San Bernardino County Glen Helen,730,17,<11,U,U,U,0,0,0,,,,,
10/25/20 - 10/31/20,San Bernardino,San Bernardino County Glen Helen,699,<11,<11,U,U,U,0,<11,0,,,,,
11/01/20 - 11/07/20,San Bernardino,San Bernardino County Glen Helen,708,<11,<11,U,U,U,0,0,0,,,,,
7/19/20 - 7/25/20,San Bernardino,San Bernardino County Glen Helen,647,18,<11,U,U,U,<11,<11,0,,,,,
7/26/20 - 8/01/20,San Bernardino,San Bernardino County Glen Helen,636,<11,<11,U,U,U,<11,<11,0,,,,,
8/02/20 - 8/08/20,San Bernardino,San Bernardino County Glen Helen,664,<11,0,U,U,U,<11,<11,0,,,,,
8/09/20 - 8/15/20,San Bernardino,San Bernardino County Glen Helen,676,<11,0,U,U,U,0,<11,0,,,,,
8/16/20 - 8/22/20,San Bernardino,San Bernardino County Glen Helen,714,<11,0,U,U,U,<11,<11,0,,,,,
8/23/20 - 8/29/20,San Bernardino,San Bernardino County Glen Helen,742,<11,0,U,U,U,<11,<11,0,,,,,
8/30/20 - 9/05/20,San Bernardino,San Bernardino County Glen Helen,746,35,0,U,U,U,0,<11,0,,,,,
9/06/20 - 9/12/20,San Bernardino,San Bernardino County Glen Helen,714,<11,<11,U,U,U,0,<11,0,,,,,
9/13/20 - 9/19/20,San Bernardino,San Bernardino County Glen Helen,704,0,0,U,U,U,0,<11,0,,,,,
9/20/20 - 9/26/20,San Bernardino,San Bernardino County Glen Helen,721,<11,0,U,U,U,0,0,0,,,,,
9/27/20 - 10/03/20,San Bernardino,San Bernardino County Glen Helen,744,<11,0,U,U,U,0,0,0,,,,,
10/04/20 - 10/10/20,San Bernardino,San Bernardino High Desert Detention Center,1205,161,0,U,U,U,0,<11,0,,,,,
10/11/20 - 10/17/20,San Bernardino,San Bernardino High Desert Detention Center,1200,176,<11,U,U,U,0,<11,0,,,,,
10/18/20 - 10/24/20,San Bernardino,San Bernardino High Desert Detention Center,1171,165,<11,U,U,U,0,0,0,,,,,
10/25/20 - 10/31/20,San Bernardino,San Bernardino High Desert Detention Center,1229,151,<11,U,U,U,0,<11,0,,,,,
11/01/20 - 11/07/20,San Bernardino,San Bernardino High Desert Detention Center,1269,154,<11,U,U,U,0,<11,0,,,,,
7/19/20 - 7/25/20,San Bernardino,San Bernardino High Desert Detention Center,991,139,<11,U,U,U,0,<11,0,,,,,
7/26/20 - 8/01/20,San Bernardino,San Bernardino High Desert Detention Center,1006,151,<11,U,U,U,<11,<11,0,,,,,
8/02/20 - 8/08/20,San Bernardino,San Bernardino High Desert Detention Center,1046,149,0,U,U,U,0,<11,0,,,,,
8/09/20 - 8/15/20,San Bernardino,San Bernardino High Desert Detention Center,1087,205,<11,U,U,U,<11,<11,0,,,,,
8/16/20 - 8/22/20,San Bernardino,San Bernardino High Desert Detention Center,1104,167,0,U,U,U,0,<11,0,,,,,
8/23/20 - 8/29/20,San Bernardino,San Bernardino High Desert Detention Center,1185,198,0,U,U,U,0,<11,0,,,,,
8/30/20 - 9/05/20,San Bernardino,San Bernardino High Desert Detention Center,1194,191,0,U,U,U,0,0,0,,,,,
9/06/20 - 9/12/20,San Bernardino,San Bernardino High Desert Detention Center,1174,141,<11,U,U,U,0,<11,0,,,,,
9/13/20 - 9/19/20,San Bernardino,San Bernardino High Desert Detention Center,1174,169,<11,U,U,U,0,<11,0,,,,,
9/20/20 - 9/26/20,San Bernardino,San Bernardino High Desert Detention Center,1182,145,0,U,U,U,0,<11,0,,,,,
9/27/20 - 10/03/20,San Bernardino,San Bernardino High Desert Detention Center,1189,136,<11,U,U,U,0,<11,0,,,,,
10/04/20 - 10/10/20,San Bernardino,West Valley Detention Center,2683,251,<11,U,U,U,0,<11,0,,,,,
10/11/20 - 10/17/20,San Bernardino,West Valley Detention Center,2808,340,0,U,U,U,0,0,0,,,,,
10/18/20 - 10/24/20,San Bernardino,West Valley Detention Center,2733,258,<11,U,U,U,0,<11,0,,,,,
10/25/20 - 10/31/20,San Bernardino,West Valley Detention Center,2771,297,<11,U,U,U,0,11,0,,,,,
11/01/20 - 11/07/20,San Bernardino,West Valley Detention Center,2818,321,<11,U,U,U,0,11,0,,,,,
7/19/20 - 7/25/20,San Bernardino,West Valley Detention Center,2483,346,<11,U,U,U,0,<11,0,,,,,
7/26/20 - 8/01/20,San Bernardino,West Valley Detention Center,2528,573,<11,U,U,U,<11,<11,0,,,,,
8/02/20 - 8/08/20,San Bernardino,West Valley Detention Center,2498,209,<11,U,U,U,<11,<11,0,,,,,
8/09/20 - 8/15/20,San Bernardino,West Valley Detention Center,2623,383,<11,U,U,U,0,<11,0,,,,,
8/16/20 - 8/22/20,San Bernardino,West Valley Detention Center,2656,490,46,U,U,U,<11,<11,0,,,,,
8/23/20 - 8/29/20,San Bernardino,West Valley Detention Center,2544,399,<11,U,U,U,<11,24,0,,,,,
8/30/20 - 9/05/20,San Bernardino,West Valley Detention Center,2523,291,0,U,U,U,0,<11,0,,,,,
9/06/20 - 9/12/20,San Bernardino,West Valley Detention Center,2539,295,<11,U,U,U,0,<11,0,,,,,
9/13/20 - 9/19/20,San Bernardino,West Valley Detention Center,2598,299,<11,U,U,U,0,0,0,,,,,
9/20/20 - 9/26/20,San Bernardino,West Valley Detention Center,2672,329,<11,U,U,U,0,<11,0,,,,,
9/27/20 - 10/03/20,San Bernardino,West Valley Detention Center,2732,316,<11,U,U,U,0,0,0,,,,,
10/04/20 - 10/10/20,San Bernardino,,,,,,,,,,,,19,0,0,
10/11/20 - 10/17/20,San Bernardino,,,,,,,,,,,,<11,<11,0,
10/18/20 - 10/24/20,San Bernardino,,,,,,,,,,,,12,<11,<11,
10/25/20 - 10/31/20,San Bernardino,,,,,,,,,,,,23,<11,0,
11/01/20 - 11/07/20,San Bernardino,,,,,,,,,,,,12,<11,<11,
7/19/20 - 7/25/20,San Bernardino,,,,,,,,,,,,52,<11,<11,
7/26/20 - 8/01/20,San Bernardino,,,,,,,,,,,,31,<11,<11,
8/02/20 - 8/08/20,San Bernardino,,,,,,,,,,,,66,<11,12,
8/09/20 - 8/15/20,San Bernardino,,,,,,,,,,,,38,0,<11,
8/16/20 - 8/22/20,San Bernardino,,,,,,,,,,,,23,<11,<11,
8/23/20 - 8/29/20,San Bernardino,,,,,,,,,,,,13,<11,<11,
8/30/20 - 9/05/20,San Bernardino,,,,,,,,,,,,13,<11,<11,
9/06/20 - 9/12/20,San Bernardino,,,,,,,,,,,,32,11,0,
9/13/20 - 9/19/20,San Bernardino,,,,,,,,,,,,20,0,<11,
9/20/20 - 9/26/20,San Bernardino,,,,,,,,,,,,21,0,<11,
9/27/20 - 10/03/20,San Bernardino,,,,,,,,,,,,19,<11,<11,
10/04/20 - 10/10/20,San Diego,East Mesa Reentry Facility,328,<11,0,,,,0,0,0,,,,,
10/11/20 - 10/17/20,San Diego,East Mesa Reentry Facility,331,<11,0,,,,0,0,0,,,,,
10/18/20 - 10/24/20,San Diego,East Mesa Reentry Facility,336,<11,0,,,,0,0,0,,,,,
10/25/20 - 10/31/20,San Diego,East Mesa Reentry Facility,337,<11,0,,,,0,0,0,,,,,
11/01/20 - 11/07/20,San Diego,East Mesa Reentry Facility,330,<11,0,,,,0,0,0,,,,,
7/19/20 - 7/25/20,San Diego,East Mesa Reentry Facility,412,84,0,,,,0,0,0,,,,,
7/26/20 - 8/01/20,San Diego,East Mesa Reentry Facility,340,0,0,,,,0,0,0,,,,,
8/02/20 - 8/08/20,San Diego,East Mesa Reentry Facility,321,<11,0,,,,0,0,0,,,,,
8/09/20 - 8/15/20,San Diego,East Mesa Reentry Facility,323,<11,0,,,,0,0,0,,,,,
8/16/20 - 8/22/20,San Diego,East Mesa Reentry Facility,325,0,0,,,,0,0,0,,,,,
8/23/20 - 8/29/20,San Diego,East Mesa Reentry Facility,320,0,0,,,,0,0,0,,,,,
8/30/20 - 9/05/20,San Diego,East Mesa Reentry Facility,347,0,0,,,,0,0,0,,,,,
9/06/20 - 9/12/20,San Diego,East Mesa Reentry Facility,351,<11,0,,,,0,0,0,,,,,
9/13/20 - 9/19/20,San Diego,East Mesa Reentry Facility,359,<11,0,,,,0,0,0,,,,,
9/20/20 - 9/26/20,San Diego,East Mesa Reentry Facility,358,<11,0,,,,0,0,0,,,,,
9/27/20 - 10/03/20,San Diego,East Mesa Reentry Facility,339,<11,0,,,,0,0,0,,,,,
10/04/20 - 10/10/20,San Diego,George Bailey Detention Facility,1221,<11,0,,,,0,0,0,,,,,
10/11/20 - 10/17/20,San Diego,George Bailey Detention Facility,1266,<11,0,,,,0,0,0,,,,,
10/18/20 - 10/24/20,San Diego,George Bailey Detention Facility,1276,28,0,,,,0,0,0,,,,,
10/25/20 - 10/31/20,San Diego,George Bailey Detention Facility,1296,<11,0,,,,0,0,0,,,,,
11/01/20 - 11/07/20,San Diego,George Bailey Detention Facility,1314,<11,0,,,,0,0,0,,,,,
7/19/20 - 7/25/20,San Diego,George Bailey Detention Facility,1104,<11,0,,,,0,0,0,,,,,
7/26/20 - 8/01/20,San Diego,George Bailey Detention Facility,1145,15,0,,,,0,0,0,,,,,
8/02/20 - 8/08/20,San Diego,George Bailey Detention Facility,1189,<11,0,,,,0,0,0,,,,,
8/09/20 - 8/15/20,San Diego,George Bailey Detention Facility,1231,<11,0,,,,0,0,0,,,,,
8/16/20 - 8/22/20,San Diego,George Bailey Detention Facility,1242,<11,0,,,,0,0,0,,,,,
8/23/20 - 8/29/20,San Diego,George Bailey Detention Facility,1257,<11,<11,,,,<11,0,0,,,,,
8/30/20 - 9/05/20,San Diego,George Bailey Detention Facility,1262,<11,0,,,,0,0,0,,,,,
9/06/20 - 9/12/20,San Diego,George Bailey Detention Facility,1278,<11,0,,,,0,0,0,,,,,
9/13/20 - 9/19/20,San Diego,George Bailey Detention Facility,1324,<11,0,,,,0,0,0,,,,,
9/20/20 - 9/26/20,San Diego,George Bailey Detention Facility,1335,151,0,,,,0,0,0,,,,,
9/27/20 - 10/03/20,San Diego,George Bailey Detention Facility,1275,92,0,,,,0,0,0,,,,,
10/04/20 - 10/10/20,San Diego,Las Colinas Women's Detention,498,84,<11,,,,0,0,0,,,,,
10/11/20 - 10/17/20,San Diego,Las Colinas Women's Detention,498,72,<11,,,,0,<11,0,,,,,
10/18/20 - 10/24/20,San Diego,Las Colinas Women's Detention,488,79,0,,,,0,<11,0,,,,,
10/25/20 - 10/31/20,San Diego,Las Colinas Women's Detention,496,138,0,,,,0,0,0,,,,,
10/25/20 - 10/31/20,San Diego,Las Colinas Women's Detention,488,79,0,,,,0,<11,0,,,,,
11/01/20 - 11/07/20,San Diego,Las Colinas Women's Detention,457,64,<11,,,,0,0,0,,,,,
7/19/20 - 7/25/20,San Diego,Las Colinas Women's Detention,467,56,<11,,,,0,0,0,"The San Diego Central Jail (SDCJ), Las Colinas Detention and Reentry Facility (LCDRF), and the Vista Detention Facility (VDF) serve as the primary point of intake for male and female inmates in San Diego County. https://www.sdsheriff.net",,,,
7/26/20 - 8/01/20,San Diego,Las Colinas Women's Detention,462,58,<11,,,,0,0,0,"The San Diego Central Jail (SDCJ), Las Colinas Detention and Reentry Facility (LCDRF), and the Vista Detention Facility (VDF) serve as the primary point of intake for male and female inmates in San Diego County. https://www.sdsheriff.net",,,,
8/02/20 - 8/08/20,San Diego,Las Colinas Women's Detention,499,80,<11,,,,0,<11,0,"The San Diego Central Jail (SDCJ), Las Colinas Detention and Reentry Facility (LCDRF), and the Vista Detention Facility (VDF) serve as the primary point of intake for male and female inmates in San Diego County. https://www.sdsheriff.net",,,,
8/09/20 - 8/15/20,San Diego,Las Colinas Women's Detention,501,103,<11,,,,0,0,0,"The San Diego Central Jail, Las Colinas Detention and Reentry Facility, and the Vista Detention Facility serve as the primary point of intake for male and female inmates.",,,,
8/16/20 - 8/22/20,San Diego,Las Colinas Women's Detention,501,104,0,,,,0,<11,0,"The San Diego Central Jail, Las Colinas Detention and Reentry Facility, and the Vista Detention Facility serve as the primary point of intake for male and female inmates in San Diego County. https://www.sdsheriff.net",,,,
8/23/20 - 8/29/20,San Diego,Las Colinas Women's Detention,506,104,0,,,,0,0,0,,,,,
8/30/20 - 9/05/20,San Diego,Las Colinas Women's Detention,519,71,0,,,,0,0,0,,,,,
9/06/20 - 9/12/20,San Diego,Las Colinas Women's Detention,510,102,0,,,,0,0,0,,,,,
9/13/20 - 9/19/20,San Diego,Las Colinas Women's Detention,500,76,0,,,,0,0,0,,,,,
9/20/20 - 9/26/20,San Diego,Las Colinas Women's Detention,505,79,0,,,,0,0,0,,,,,
9/27/20 - 10/03/20,San Diego,Las Colinas Women's Detention,493,77,0,,,,0,<11,0,,,,,
10/04/20 - 10/10/20,San Diego,San Diego Central Detention,739,151,<11,,,,0,0,0,"The San Diego Central Jail, Las Colinas Detention and Reentry Facility, and the Vista Detention Facility serve as the primary point of intake for male and female inmates in San Diego County. https://www.sdsheriff.net",,,,
10/11/20 - 10/17/20,San Diego,San Diego Central Detention,749,126,<11,,,,0,0,0,"The San Diego Central Jail, Las Colinas Detention and Reentry Facility, and the Vista Detention Facility serve as the primary point of intake for male and female inmates in San Diego County. https://www.sdsheriff.net",,,,
10/18/20 - 10/24/20,San Diego,San Diego Central Detention,714,146,<11,,,,0,0,0,"The San Diego Central Jail, Las Colinas Detention and Reentry Facility, and the Vista Detention Facility serve as the primary point of intake for male and female inmates.",,,,
10/25/20 - 10/31/20,San Diego,San Diego Central Detention,700,147,<11,,,,0,0,0,"The San Diego Central Jail, Las Colinas Detention and Reentry Facility, and the Vista Detention Facility serve as the primary point of intake for male and female inmates.",,,,
11/01/20 - 11/07/20,San Diego,San Diego Central Detention,692,135,<11,,,,0,<11,0,"The San Diego Central Jail, Las Colinas Detention and Reentry Facility, and the Vista Detention Facility serve as the primary point of intake for male and female inmates in San Diego County. https://www.sdsheriff.net",,,,
7/19/20 - 7/25/20,San Diego,San Diego Central Detention,614,225,<11,,,,0,<11,0,"The San Diego Central Jail (SDCJ), Las Colinas Detention and Reentry Facility (LCDRF), and the Vista Detention Facility (VDF) serve as the primary point of intake for male and female inmates in San Diego County. https://www.sdsheriff.net",,,,
7/26/20 - 8/01/20,San Diego,San Diego Central Detention,675,115,0,,,,0,<11,0,"The San Diego Central Jail (SDCJ), Las Colinas Detention and Reentry Facility (LCDRF), and the Vista Detention Facility (VDF) serve as the primary point of intake for male and female inmates in San Diego County. https://www.sdsheriff.net",,,,
8/02/20 - 8/08/20,San Diego,San Diego Central Detention,675,145,<11,,,,0,0,0,"The San Diego Central Jail (SDCJ), Las Colinas Detention and Reentry Facility (LCDRF), and the Vista Detention Facility (VDF) serve as the primary point of intake for male and female inmates in San Diego County. https://www.sdsheriff.net",,,,
8/09/20 - 8/15/20,San Diego,San Diego Central Detention,713,211,<11,,,,0,<11,0,"The San Diego Central Jail, Las Colinas Detention and Reentry Facility, and the Vista Detention Facility serve as the primary point of intake for male and female inmates.",,,,
8/16/20 - 8/22/20,San Diego,San Diego Central Detention,735,216,<11,,,,0,<11,0,,,,,
8/23/20 - 8/29/20,San Diego,San Diego Central Detention,712,165,<11,,,,0,<11,0,"The San Diego Central Jail, Las Colinas Detention and Reentry Facility, and the Vista Detention Facility serve as the primary point of intake for male and female inmates. https://www.sdsheriff.net",,,,
8/30/20 - 9/05/20,San Diego,San Diego Central Detention,714,163,<11,,,,0,0,0,"The San Diego Central Jail, Las Colinas Detention and Reentry Facility, and the Vista Detention Facility serve as the primary point of intake for male and female inmates in San Diego County. https://www.sdsheriff.net",,,,
9/06/20 - 9/12/20,San Diego,San Diego Central Detention,730,153,<11,,,,0,0,0,"The San Diego Central Jail, Las Colinas Detention and Reentry Facility, and the Vista Detention Facility serve as the primary point of intake for male and female inmates in San Diego County. https://www.sdsheriff.net",,,,
9/13/20 - 9/19/20,San Diego,San Diego Central Detention,724,158,0,,,,0,<11,0,"The San Diego Central Jail, Las Colinas Detention and Reentry Facility, and the Vista Detention Facility serve as the primary point of intake for male and female inmates in San Diego County. https://www.sdsheriff.net",,,,
9/20/20 - 9/26/20,San Diego,San Diego Central Detention,703,149,0,,,,0,0,0,"The San Diego Central Jail, Las Colinas Detention and Reentry Facility, and the Vista Detention Facility serve as the primary point of intake for male and female inmates in San Diego County. https://www.sdsheriff.net",,,,
9/27/20 - 10/03/20,San Diego,San Diego Central Detention,712,142,<11,,,,0,<11,0,"The San Diego Central Jail, Las Colinas Detention and Reentry Facility, and the Vista Detention Facility serve as the primary point of intake for male and female inmates in San Diego County. https://www.sdsheriff.net",,,,
10/04/20 - 10/10/20,San Diego,San Diego Facility #8,105,0,0,,,,0,0,0,,,,,
10/11/20 - 10/17/20,San Diego,San Diego Facility #8,95,0,0,,,,0,0,0,,,,,
10/18/20 - 10/24/20,San Diego,San Diego Facility #8,111,0,0,,,,0,0,0,,,,,
10/25/20 - 10/31/20,San Diego,San Diego Facility #8,115,0,0,,,,0,0,0,,,,,
11/01/20 - 11/07/20,San Diego,San Diego Facility #8,120,0,0,,,,0,0,0,,,,,
7/19/20 - 7/25/20,San Diego,San Diego Facility #8,97,0,0,,,,0,0,0,,,,,
7/26/20 - 8/01/20,San Diego,San Diego Facility #8,110,0,0,,,,0,0,0,,,,,
8/02/20 - 8/08/20,San Diego,San Diego Facility #8,111,<11,<11,,,,0,0,0,,,,,
8/09/20 - 8/15/20,San Diego,San Diego Facility #8,116,<11,0,,,,0,0,0,,,,,
8/16/20 - 8/22/20,San Diego,San Diego Facility #8,129,0,0,,,,0,0,0,,,,,
8/23/20 - 8/29/20,San Diego,San Diego Facility #8,128,0,0,,,,0,0,0,,,,,
8/30/20 - 9/05/20,San Diego,San Diego Facility #8,107,0,0,,,,0,0,0,,,,,
9/06/20 - 9/12/20,San Diego,San Diego Facility #8,119,0,0,,,,0,0,0,,,,,
9/13/20 - 9/19/20,San Diego,San Diego Facility #8,112,0,0,,,,0,0,0,,,,,
9/20/20 - 9/26/20,San Diego,San Diego Facility #8,131,23,0,,,,0,0,0,,,,,
9/27/20 - 10/03/20,San Diego,San Diego Facility #8,130,13,0,,,,0,0,0,,,,,
10/04/20 - 10/10/20,San Diego,South Bay Regional Facility- Chula Vista,320,<11,0,,,,0,0,0,,,,,
10/11/20 - 10/17/20,San Diego,South Bay Regional Facility- Chula Vista,311,0,0,,,,0,0,0,,,,,
10/18/20 - 10/24/20,San Diego,South Bay Regional Facility- Chula Vista,318,0,0,,,,0,0,0,,,,,
10/25/20 - 10/31/20,San Diego,South Bay Regional Facility- Chula Vista,318,<11,0,,,,0,0,0,,,,,
11/01/20 - 11/07/20,San Diego,South Bay Regional Facility- Chula Vista,331,0,0,,,,0,0,0,,,,,
7/19/20 - 7/25/20,San Diego,South Bay Regional Facility- Chula Vista,329,0,0,,,,0,0,0,,,,,
7/26/20 - 8/01/20,San Diego,South Bay Regional Facility- Chula Vista,329,0,0,,,,0,0,0,,,,,
8/02/20 - 8/08/20,San Diego,South Bay Regional Facility- Chula Vista,329,37,0,,,,0,0,0,,,,,
8/09/20 - 8/15/20,San Diego,South Bay Regional Facility- Chula Vista,339,37,0,,,,0,0,0,,,,,
8/16/20 - 8/22/20,San Diego,South Bay Regional Facility- Chula Vista,359,0,0,,,,0,0,0,,,,,
8/23/20 - 8/29/20,San Diego,South Bay Regional Facility- Chula Vista,368,0,0,,,,0,0,0,,,,,
8/30/20 - 9/05/20,San Diego,South Bay Regional Facility- Chula Vista,362,0,0,,,,0,0,0,,,,,
9/06/20 - 9/12/20,San Diego,South Bay Regional Facility- Chula Vista,349,0,0,,,,0,0,0,,,,,
9/13/20 - 9/19/20,San Diego,South Bay Regional Facility- Chula Vista,356,0,0,,,,0,0,0,,,,,
9/20/20 - 9/26/20,San Diego,South Bay Regional Facility- Chula Vista,362,31,0,,,,0,0,0,,,,,
9/27/20 - 10/03/20,San Diego,South Bay Regional Facility- Chula Vista,321,0,0,,,,0,0,0,,,,,
10/04/20 - 10/10/20,San Diego,Vista Facility,610,142,0,,,,0,0,0,,,,,
10/11/20 - 10/17/20,San Diego,Vista Facility,570,119,<11,,,,0,<11,0,,,,,
10/18/20 - 10/24/20,San Diego,Vista Facility,591,114,0,,,,0,0,0,,,,,
10/25/20 - 10/31/20,San Diego,Vista Facility,589,96,0,,,,0,<11,0,,,,,
11/01/20 - 11/07/20,San Diego,Vista Facility,602,79,0,,,,0,0,0,,,,,
7/19/20 - 7/25/20,San Diego,Vista Facility,603,59,<11,,,,0,0,0,"The San Diego Central Jail (SDCJ), Las Colinas Detention and Reentry Facility (LCDRF), and the Vista Detention Facility (VDF) serve as the primary point of intake for male and female inmates in San Diego County. https://www.sdsheriff.net",,,,
7/26/20 - 8/01/20,San Diego,Vista Facility,612,112,<11,,,,0,0,0,"The San Diego Central Jail (SDCJ), Las Colinas Detention and Reentry Facility (LCDRF), and the Vista Detention Facility (VDF) serve as the primary point of intake for male and female inmates in San Diego County. https://www.sdsheriff.net",,,,
8/02/20 - 8/08/20,San Diego,Vista Facility,593,89,0,,,,0,<11,0,"The San Diego Central Jail (SDCJ), Las Colinas Detention and Reentry Facility (LCDRF), and the Vista Detention Facility (VDF) serve as the primary point of intake for male and female inmates in San Diego County. https://www.sdsheriff.net",,,,
8/09/20 - 8/15/20,San Diego,Vista Facility,596,85,<11,,,,0,0,0,"The San Diego Central Jail, Las Colinas Detention and Reentry Facility, and the Vista Detention Facility serve as the primary point of intake for male and female inmates.",,,,
8/16/20 - 8/22/20,San Diego,Vista Facility,580,60,<11,,,,0,<11,0,,,,,
8/23/20 - 8/29/20,San Diego,Vista Facility,581,126,<11,,,,0,0,0,,,,,
8/30/20 - 9/05/20,San Diego,Vista Facility,590,121,<11,,,,0,0,0,,,,,
9/06/20 - 9/12/20,San Diego,Vista Facility,612,108,0,,,,0,0,0,,,,,
9/13/20 - 9/19/20,San Diego,Vista Facility,602,98,0,,,,0,0,0,,,,,
